id|first_name|last_name|value
16026|Kariya|Matou|407
16032|Sola-Ui|Nuada-Re Sophia-Ri|39
16021|Rider||683
37431|Diane|Thurston|15
124765|Kyouko|Suzuki|15
6779|Axel|Thurston|90
30855|Adroc|Thurston|55
50497|Sonia|Wakabayashi|29
12570|Woz||20
154513|Alice|Asmodeus|431
154512|Iruma|Suzuki|549
154516|Clara|Valac|527
175632|Picero|Agares|129
194632|Alicred||140
177483|Schneider|Allocer|20
180267|Kirio|Ami|285
178261|Jazz|Andro M.|140
178264|Amaryllis|Asmodeus|69
209668|Smoke|Astaroth|15
154518|Amelie|Azazel|547
189950|Shichirou|Balam|322
178263|Robin|Bars|122
182646|Kamui|Caim|20
178265|Kerori|Crocell|234
202710|Derkila||17
182655|Dosanko||100
178266|Eiko||90
222084|Cinell|Eligos|19
221212|Gaako||18
182648|Goemon|Gaap|15
176453|Elizabetta|Ix|115
2819|Takumi|Fujiwara|649
2822|Keisuke|Takahashi|453
2821|Ryousuke|Takahashi|542
2820|Bunta|Fujiwara|549
37069|Hiroshi|Fumihiro|20
220183|Konatsu||35
154515|Kalego|Naberius|371
176027|Opera||425
182649|Soi|Purson|208
194633|Lomiere|Ronove|115
154517|Sablo|Sabnock|168
78449|Mazoku Musume||20
81127|Rin|Houjou|198
15003|Kouichirou|Iketani|313
82771|Shinji|Inui|129
108969|Kobayakawa||28
115075|Shigeru|Sugie|122
33973|JP||485
33474|Sonoshee|McLaren|411
24623|Travastila|Anister|168
46205|BoiBoi||100
77403|Taisa|Bolt-on|16
46207|BosBos||90
46211|Johnny|Boya|69
125317|Deyzuna Otouto||90
35712|Frisbee||151
46209|Lynchman||100
24624|Shinkai||176
50193|MachineHead|Tetsujin|151
57573|Maria|Akizuki|425
57575|Shun|Aonuma|409
57571|Satoru|Asahina|399
57589|Mamoru|Itou|206
57569|Saki|Watanabe|540
80687|Akki||115
75830|Reiko|Amano|15
75840|Tomiko|Asahina|201
75838|Shisei|Kaburagi|151
75542|Kiroumaru||370
75972|Minoshiro Modoki||69
73059|Squealer||494
75876|Squonk||39
76624|Hiromi|Torigai|19
75836|Mizuho|Watanabe|16
111955|Midori|Imai|340
115111|Tarou|Takanashi|140
115117||Tomigaya|30
115103|Akane|Uchida|15
115481|Jun|Watanabe|39
23849|Ernst|von Eisenach|39
87851|Niwatori||16
94979|Fuzz||18
111907|Aoi|Miyamori|536
111959|Shizuka|Sakaki|354
111957|Misa|Toudou|160
230025|Sanae|Yamada|20
111953|Ema|Yasuhara|405
123870|Tsubaki|Andou|182
115073|Ryousuke|Endou|26
115489|Asuka|Fuji|100
123327|Daisuke|Hiraoka|122
115113|Yutaka|Honda|69
115105|Yumi|Iguchi|135
115495|Suzuka|Itou|20
122173|Mitsuaki|Kanno|55
115485|Koutarou|Katsuragi|17
115095|Seiichi|Kinoshita|257
116915|Hiroshi|Kishitani|22
123871|Ai|Kunogi|236
123273|Tsuyoshi|Makurada|17
115089|Masato|Marukawa|15
118999|Kaori|Miyamori|23
115059|Tatsuya|Ochiai|20
115035|Rinko|Ogasawara|282
115077|Yuka|Okitsu|146
123869|Sara|Satou|16
115115|Misato|Segawa|100
115109|Yuuichirou|Shimoyanagi|15
115099|Nao|Shinkawa|28
115097|Erika|Yano|342
179335|Reed|Shax|249
223904|Shiida||15
135231|Mizuho|Daita|39
135229|Diplomat||15
175634|Suzie|Stolas|129
154514|Sullivan||368
87115|Izuko|Gaen|373
34676|Jiro||15
105213|Marnie||381
4913|Rikuo|Himura|80
25335|Jorougumo||20
77779|Nakamura||15
105211|Anna|Sasaki|381
164150|Emily||15
107397|Hisako||69
164148|Miyoko||15
107387|Yoriko|Sasaki|17
129015|Sayaka||15
129014||Toichi|140
217765|Junta|Hayami|244
216277|Anzu|Hoshino|490
217764|Tsukasa|Kazuki|358
217766|Hijiri|Koganei|198
216278|Riri||369
219516|Rena|Kashiwagi|24
219569|Kate||29
219517|Arisa|Kazuki|100
18516|Project 2501||316
219518|Yukana|Kishi|20
217769|Makoto|Oda|90
219527|Ryuuya||55
217768|Saki|Takamine|208
217767|Tsuchiya||146
53241|Yuugo|Hachiken|481
53243|Aki|Mikage|307
182379|Anna|Yamada|504
59771|Shinnosuke|Aikawa|39
224301|Shou|Adachi|20
224298|Honoka|Hara|80
195899|Kana|Ichikawa|215
224300|Kenta|Kanzaki|15
195859|Chihiro|Kobayashi|115
195860|Haruya|Nanjou|15
195862|Moeko|Sekine|164
195898|Serina|Yoshida|15
87841|Tarou|Beppu|39
93015|Ichiko|Fuji|55
101515|Fukubuchou||22
93077|Misako|Hachiken|20
91125|Shingo|Hachiken|69
59773|Tamako|Inada|220
87843|Shinichirou|Inada|20
93011|Minami|Kitamachi|35
59775|Ichirou|Komaba|224
7558|Joy||164
107559|Kaoru|Mizusaki|15
109319|Saazbaum||151
109719|Trillram||35
109321|Rayregalia|Vers Rayvers|19
110557|Vlad||16
107555|Souma|Yagarai|20
83367|Yuzu|Aihara|547
4360|Kazahaya|Kudou|192
2440|Shun|Andromeda|435
569|Zashiki-warashi||326
5766|Atsunobu|Hayashimizu|151
9541|Mugetsu||239
14831|Neko Musume||30
37389|Small Fox||20
93069|Mother|Komaba|15
93059|Goushi|Mikage|15
93063|Grandfather|Mikage|16
93073|Great-Grandmother|Mikage|15
100111|Ayame|Minamikujou|15
10429|Eri|Kagurazaka|32
79591|Hayato|Hayama|363
67075|Komachi|Hikigaya|497
67077|Shizuka|Hiratsuka|573
130327|Keika|Kawasaki|55
1355|Sango||525
5924|Ren|Mikihara|164
27165|Pony-Man||20
74587|Saki|Kawasaki|440
79593|Yumiko|Miura|172
118395|Kaori|Orimoto|100
86015|Meguri|Shiromeguri|90
128295||Tamanawa|115
82543|Kakeru|Tobe|39
67071|Saika|Totsuka|535
93007|Yoshiyuki|Nakajima|129
87839|Hajime|Nishikawa|18
84613|Rumi|Tsurumi|122
130520|Mother|Yuigahama|316
79589|Haruno|Yukinoshita|430
130326|Mother|Yukinoshita|39
67073|Yoshiteru|Zaimokuza|315
607|Ubik||69
136692|Noé|Archiviste|570
136691|Vanitas||652
206668|Chèvre||30
177086|Jean-Jacques|Chastel|135
177085|Chloé|d'Apchier|350
138390|Dante||129
142961|Louis|de Sade|292
140088|Dominique|de Sade|454
142960|Veronica|de Sade|15
151709|Roland|Fortis|350
177082|Astolfo|Granatum|262
138393|Jeanne||547
138395|Johann||129
93001|Shinei|Ookawa|55
92107|Principal||122
93005|Manami|Sakae|29
174022|Mikhail||135
143121|Murr||332
142958|Naenia||35
177084|Olivier||160
188104|Loki|Oriflamme|34
140137|Lucius|Oriflamme|129
138392|Parks|Orlok|15
604|Void||259
138388|Amelia|Ruth|20
146987|August|Ruthven|140
142957|The Teacher||55
138391|Vampire of the Blue Moon||236
178938|Beatrix|Amerhauser|252
178940|Shizuka|Mikazuki|399
178939|Kenichirou|Ryuuzaki|249
178937|Akira|Tendou|377
233086|John||24
223261|Gonzou|Kosugi|15
178941|Sumire|Kousaka|15
146627|Tama||261
223262|Saori|Ootori|55
232834|Shou||34
233135|Yukari||20
159055|Joe||541
162672|Tatsumi Leonald|Aragaki|122
162681|Bonjiri||15
93049|Misato|Suehiro|23
82731|Keiji|Tokiwa|80
82755|Mayumi|Yoshino|129
194050|Chief||334
194053|Liu||16
194048|Mac||20
194051|Marla||90
160395|Gansaku|Nanbu|272
162677|Oicho||27
160398|Sachio||213
194049||Sakuma|19
162674|Mikio|Shirato|122
160397|Yukiko|Shirato|140
160396|Yuuri||273
1372|Ayame||140
35248|Ayumi||21
1899|Bankotsu||316
10431|Issei|Tsubaki|20
39978|Yoko|Wakana|24
8838|Muu|Aries|324
5921|Hyouga|Cygnus|408
5922|Shiryuu|Dragon|453
5912|Saga|Gemini|416
2285|Seiya|Pegasus|449
40294|Dominique|Saint-Pierré|39
316|Yuuichi|Aizawa|446
748|Anthy|Himemiya|505
747|Utena|Tenjou|602
13095|A-ko||115
752|Juri|Arisugawa|465
13094|B-ko||90
13546|C-ko||39
6143|Dios||69
4363|Kozue|Kaoru|140
90293|Riki|Nendou|555
14152|Kazutoshi|Oki|30
751|Miki|Kaoru|254
13130|Tatsuya|Kazami|25
753|Touga|Kiryuu|291
754|Nanami|Kiryuu|423
6137|Souji|Mikage|265
6139|Kanae|Ootori|15
27980|Karl Robert|Steinmetz|15
749|Akio|Ootori|301
6141|Wakaba|Shinohara|198
6142|Keiko|Sonoda|15
6138|Shiori|Takatsuki|208
6136|Ruka|Tsuchiya|160
6140|Mitsuru|Tsuwabuki|15
424|Griffith||732
422|Guts||878
608|Conrad||39
599|Corkus||179
116125|Paul||19
73441|Erica||16
611|Gaston||140
454|Judeau||530
615|King of Midland||39
29635|Midoriko||15
1361|Myouga||129
600|Zodd|Nosferatu|414
597|Pippin||326
5060|Puck||542
614|Charlotte Beatrix Marie|Rhody Windam|39
5730|Camus|Aquarius|346
12555|Shion|Aries|278
9283|Death Mask|Cancer|195
29974|Masayuki|Chiaki|15
7370|Shura|Capricorn|213
8772|Kouzou|Etou|21
4999|Tooru|Kikuchi|15
8948|Sakura|Saku|15
1186|Saiko|Tagaya|35
185229|Kyoutarou|Ichikawa|397
4224|Kiyora|Miki|55
1187|Ryuutarou|Mine|135
1188|Masumi|Okuyama|90
598|Rickert||315
605|Slan||298
7881|The Skull Knight||552
168240|Torturer||18
353|Hagumi|Hanamoto|400
355|Takumi|Mayama|329
1367|Naraku||395
17073|Hiten|Raijou|26
352|Shinobu|Morita|544
354|Yuuta|Takemoto|470
108249|Buddhist Priest Mushin||36
29638|Charles|Auclair|19
10784|Kanon|Gemini|294
18720|Hades||226
18731|Ichi|Hydra|15
135881|Rona|Shenazard|20
14506|Neidhardt|Müller|179
124348|Joan|Rebello|15
9280|Buyo||115
27355|Byakuya||172
34664|Eri||24
6274|Ginta||21
1370|Goshinki||34
6275|Hakkaku||30
10801|Hakudoushi||135
39399|Mama|Higurashi|15
40419|Grandpa|Higurashi|20
25422|Souta|Higurashi|39
30045|Hitomiko||15
21689||Houjou|23
1364|Jaken||282
1360|Kaede||55
1369|Kagura||400
1368|Kanna||230
1359|Kikyou||509
8323|Kirara||374
1366|Kohaku||220
1371|Kouga||422
20514|Nanako||20
12897|Ulrich|Kessler|172
27981|Kasper|Linz|15
4233|Ichiro|Hanada|249
5628|Saori|Kido|252
69953|Erwin Josef II|von Goldenbaum|15
21713|August Samuel|Wahlen|15
14273|Tokujirou|Hanada|15
70037|Anton Hilmer|von Schaft|15
14272|Tokuko|Hanada|15
6891|Mamoru|Andou|90
26277|Jouji|Funai|20
6890|Takeshi|Furuhata|32
8470|Kouji|Ishida|189
13421|Kitami||20
170158|Manager||20
8471|Makoto|Sahara|90
170160|Sakai||15
9129|Yukio|Tonegawa|367
1076|Gin||243
1077|Hana||393
1078|Miyuki||272
71539|Cat Lady||16
40859|Kiyoko||18
19439|Kiyoko||16
71555|Old Man||100
71559|Taxi Driver||20
116091|Pine-Pine||15
26545|Junsa||100
222122|Kabigon||90
5578|Kaiji|Itou|678
17959|Yuuji|Endou|182
36309|Narrator||90
14057|Kazutaka|Hyoudou|281
222123|Kairyuu||24
222292|Kameil||29
222293|Kamex||21
7041|Kanna||69
104221|Chika|Amatori|315
435|Sorata|Arisugawa|334
9519|Aiolia|Leo|311
440|Karen|Kasumi|182
8415|Kazuki||19
443|Yuto|Kigai|160
449|Kakyo|Kuzuki|168
16734|Douko|Libra|297
18726|Misty|Lizard|34
447|Nataku||140
438|Yuzuriha|Nekoi|168
113283|Dio|Musca|32
18197|Shaina|Ophiuchus|151
445|Kusanagi|Shiyu|108
12739|Pandora||189
444|Satsuki|Yatoji|164
24747|Feng Wu||69
2074|Mokona|Modoki|441
154567|Shikito||15
24598|Algol|Perseus|39
17112|Natsume||236
215580|Nazonokusa||25
5923|Ikki|Phoenix|475
28424|Kiharu|Toghril|69
62473|Torou||20
138397|Kai|Ulkir|39
14111|Katsura||20
222352|Koduck||100
222120|Koiking||15
3936|Kojirou||484
222805|Koratta||15
125195|Haruaki|Azuma|55
130675|Yuzuru|Ema|90
191586|Nono|Fujimaru|28
8674|Kosaburou||20
17284|Kyou||20
225862|Lapras||15
33669|Fuko|Laramie|18
222291|Lizardon||108
35805|Lugia||228
232594|Magmarashi||19
17282|Matis||23
31689|Matsuba||115
107581|Mayor of Big City||15
206583|Metamon||90
196426|Charles Augustus|Milverton|19
5113|Mewtwo||386
31047|Midori||15
18908|Mikan||129
34675|Minaki||20
150882|William|James Moriarty|647
98657|Shun||16
3935|Musashi||379
3937|Nyarth||366
222828|Nyorozo||15
83209|Mei|Aihara|539
4848|Shigeru|Ookido|334
17783|Yukinari|Ookido|168
189269|Pichu||20
130683|Izuho|Natsume|26
222245|Pixy||20
131838|Hikari|Nire|15
129785|Pokemon Zukan||39
222955|Porygon||27
26543|Professor Utsugi||34
207534|Purin||115
227611|Raichu||15
130676|Sakurako|Taketomi|16
26548|Raikou||20
222392|Rokon||15
191582|Takuma|Yuba|39
158234|Itou-san||25
160390|Ryouko|Toba|20
168939|Irene|Adler|350
150886|Sherlock|Holmes|530
150883|Albert|James Moriarty|432
7593|Edelgard|Rivera|115
150881|Louis|James Moriarty|415
194999|Von|Herder|211
168938|Mycroft|Holmes|230
151444|Inspector Lestrade||55
9881|Sakaki||192
31046|Samurai||15
110373|Santa Claus||39
7040|Shiba||15
33850|Masaki|Sonezaki|39
150884|Sebastian|Moran|388
188847|Ms. Hudson||80
195000|Zach|Patterson|20
150885|Fred|Porlock|283
195001|Jack|Renfield|15
151042|John H.|Watson|249
197704|Adam|Whiteley|15
91119|Dandy||612
91123|Meow||415
91121|QT||356
94727|Admiral Perry||31
116109|Barry||27
94721|Bee||69
112253|Capybarian||17
115031|Catherine||30
94723|Dr. Gel||155
111055|Erssime||90
112259|Freckles||55
94725|Honey||261
112267|Horatio||15
112271|Isaac||36
112159|Johnny||151
116111|Ton|Jravolta|122
116105|Lutona||20
112265|Nathan||20
112325|Poe||160
116067|Post Office Alien||22
94729|Scarlett||218
116129|Skip Jack||26
116113|Star Chief||21
110399|Ukulele Man||17
11785|Kotarou||189
12910|Luo Lang||215
11784|Nanashi||495
11800|Tobimaru||327
15766|Juurouta|Inui|15
141187|Soonansu||189
176722|Suicune||31
114459|Thunder||33
221197|Chomusuke||319
117445|Chris||348
124748|Dust||151
124752|Ignis|Dustiness Ford|32
159525|Fio||29
167303|Rin||122
146766|Sena||69
139660|Vanir||402
149283|Wolbach||108
94811|Amai||28
127095|Ameno||17
18906|Tsukushi||15
34710|Doctor|Uchikido|21
141180|Waninoko||146
7042|Wataru||172
222177|Windie||36
215505|Wooper||80
220323|Yadoking||21
222345|Yadon||21
8675|Yamato||20
34707|Yuki||16
30978|Seiyo|Yuutou|39
218344|Zenigame||39
155595|Ume|Aihara|115
155594|Shou|Aihara|108
158186|Mineko|Fuji|18
160166|Birkinz||15
153715|Aino||18
30190|Akaboshi||36
77435|Mother|Akimichi|24
94973|Dock||15
33619|Fuen||15
13929|Furido||21
20741|Fuuka||39
20013|Guren||276
40418|Hanare||15
67287|Kizashi|Haruno|24
67289|Mebuki|Haruno|17
148695|Hinoko||15
30084|Hotaru||39
119785|Natsu|Hyuuga|15
145750|Shinko|Inari|16
97781|Iou||19
94813|Karai||15
33792|Kigiri||16
15364|Kitane||15
94785|Naka|Uchiha|20
1365|Rin||390
94975|Leo||16
39604|Kosuke|Maruboshi|17
94977|Miina||15
161528|Yuuki|Minazuki|34
41211|Naho||36
191282|Menma|Namikaze|20
98659|Natsu||21
40689|Nekomata||17
94815|Nigai||17
33793|Nurari||15
94809|Ruka||18
124066|Shira||15
77005|Shiseru||33
52053|Shizuka||39
13483|Sora||108
63979|Suiren||15
143534|Sukea||18
88307|Sukui||22
147444|Tenji||15
94735|Naori|Uchiha|122
139848|Izumi|Uchiha|186
98663|Baru|Uchiha|17
98661|Rai|Uchiha|20
7592|Claire|Rondo|129
129794|Elfnein||108
9379|Giru||182
166810|Yome||23
84627|Yota||100
62645|Yukata||69
20621|Yukimaru||80
173390|Yurito||21
49681|Yuusuke||15
5105|Hachirouta|Hoshino|431
5263|Ai|Tanabe|418
7600|Hakim|Ashmead|35
7573|Fee|Carmichael|336
7604|Gigalt|Gangaragash|20
7606|Kyuutarou|Hoshino|22
7597|Gorou|Hoshino|18
7594|Arvind|Lavie|32
7599|Werner|Locksmith|160
7572|Yuri|Mihalkov|289
7607|Nono||176
356|Ayumi|Yamada|419
3855|Shuuji|Hanamoto|244
3603|Rika|Harada|198
9540|Leader||108
16744|Aphrodite|Pisces|226
8766|Milo|Scorpio|307
17971|Aldebaran|Taurus|155
18729|Jabu|Unicorn|15
9240|Shaka|Virgo|447
18732|Nachi|Wolf|21
18723|Rhadamanthys|Wyvern|129
2591|Miu|Fuurinji|407
72749|Yukari|Nakamura|22
2590|Kenichi|Shirahama|541
3088|Ryuuto|Asamiya|146
5012|Yuma|Chiaki|33
25080|Takashi|Furukawa|23
3079|Hayato|Fuurinji|265
3082|Apachai|Hopachai|453
5007|Shougo|Kitsukawa|135
3085|Akisame|Koetsuji|390
14274|Jiro||20
53939|Sakuya|Fujitaka|15
129795|Micha|JawkÃ¢n|20
53933|Genjuurou|Kazanari|249
51739|Miku|Kohinata|289
129793|Carol|Malus Dienheim|270
173679|Shem-Ha|Mephorash|18
53937|Shinji|Ogawa|30
151559|Saint-Germain||20
132800|Akira|Tachibana|15
92989|Nastassja |Tolstaya|15
53941|Aoi|Tomosato|23
129797|Garie|TÃ»mÃ¢n|160
4632|Masato|Inohara|357
4633|Kengo|Miyazawa|265
5005|Isshinsai|Ogata|20
4624|Riki|Naoe|366
13039|Rin|Natsume|465
148220|Kurokami no Otome||378
25148|Kyoko|Ono|15
1354|Kagome|Higurashi|586
1353|Inuyasha||670
73749|Natsu||18
9376|Baby||201
154287|Bonpara||24
132964|Fyodor|Dostoyevsky|546
132965|Francis Scott Key|Fitzgerald|328
154286|Danpara||20
145321|André|Gide|15
132968|Howard Phillips|Lovecraft|236
134287|Margaret|Mitchell|20
9779|Dolltaki||20
9764|General Rilldo||15
132967|John|Steinbeck|135
168187|Gogeta||461
143974|Mark|Twain|129
170673|Hell Fighter 17-gou||16
3086|Kisara|Nanjou|301
3053|Haruo|Niijima|361
2102|Chi-Chi||292
159257|Yusaratoya|Bolenan|18
22928|Fukushima-sensei||16
3083|Shigure|Kousaka|447
5009|Kaname|Kugatachi|15
5011|Hibiki|Kugenin|309
5010|Loki||15
3093|Renka|Ma|140
3084|Kensei|Ma|254
133764|Hyoue|Kuroda|55
25146|Sougetsu|Ma|18
19036|Ryou|Ma|16
25081|Number 20||21
3081|Shio|Sakaki|312
10398|Saori|Shirahama|30
150993|Kayo|Maruta|69
106149|Matsuri|Mizusawa|411
141419|Nozomi|Kasaki|333
144249|Masahiro|Hashimoto|23
120021|Hazuki|Katou|298
120023|Sapphire|Kawashima|286
159536|Ririka|Kenzaki|241
120017|Reina|Kousaka|582
159731|Liz||28
183361|Reona|Nyubara|278
127235|Natsuki|Nakagawa|434
120015|Kumiko|Oumae|650
159732|Shoujo||20
204620|Takina|Inoue|675
152934|Lily||35
149529|Think|Nirvalen|26
152935|Rafil||15
204621|Chisato|Nishikigi|668
213649|Fuki|Harukawa|55
216126|Himegama||15
214031|Erika|Janome|15
214032|Hibana|Kagari|17
207492|Kurumi||380
42218|Midori|Megure|15
4317|Mototsugu|Shirahama|39
98337|Mrs.|Gibson|22
3092|Honoka|Shirahama|122
28529|Ken|Mayumura|232
36992|Miho|Nakamura|15
21802|Oikawa||15
96589|Roy||15
25149|Chihiro|Takashima|15
3089|Ikki|Takeda|226
20424|Shingo|Shigeno|15
13553|Kaede|Tanimoto|15
8465|Hayato|Yaginuma|24
16604|Yuri|Hayakawa|33
117065|Couronne|Dola|252
117063|Schwi|Dola|586
117061|Riku|Dola|490
152936|Artosh||19
117069|Azriel||234
82527|Stephanie|Dola|492
152918|Einzig||20
97767|Izuna|Hatsuse|464
97761|Jibril||644
74852|Misayo|Amane|15
88595|Kazuho|Miyauchi|290
3087|Natsu|Tanimoto|341
13554|Touchuumaru||155
3090|Kouzou|Ukita|20
25147|Fukujiro|Yasunaga|29
31674|Rinko||20
82525|Shiro||734
82523|Sora||737
97769|Tet||470
149528|Nonna|Zell|15
152933|Ivan|Zell|25
567|Shizuka|Doumeki|446
19384|Yuuji|Hitouji|15
126790|Kurinon||17
236|Yuuko|Ichihara|642
568|Himawari|Kunogi|263
5232|Ame-warashi||186
38891|HYDE||39
181975|Misa|Mejiro|15
181976|Moyono|Mibu|21
13510|Haruka|Doumeki|155
168312|Old Woman||15
127|Sakura||518
126|Syaoran||524
135741|J. J.|Sexton|20
20530|Isamu|Kenmochi|90
17650|Hajime|Kindaichi|349
20460|Miyuki|Nanase|155
160234|Suguru|Aizawa|16
160235|Yurie|Aizawa|19
3239|Kohane|Tsuyuri|220
60627|Poperu||25
86205|Kirika|Akatsuki|357
86207|Maria|Cadenzavna Eve|349
51733|Tsubasa|Kazanari|410
3775|Kuraudo|Ooishi|372
174538|DMC Fan||20
51737|Hibiki|Tachibana|480
86209|Shirabe|Tsukuyomi|321
55853|Chris|Yukine|478
170781|Elsa|Bete|19
170783|Millaarc|Cranstoun|15
142758|Tae|Hanazono|377
142761|Arisa|Ichigaya|424
138092|Umihebi||15
26484|Izana|Wistalia Clarines|320
138186|Yatsufusa||17
4631|Kyousuke|Natsume|501
74545|A-chan||20
79777||Aikawa|20
4634|Kanata|Futaki|275
4626|Komari|Kamikita|367
72747|Rei|Kawagoe|15
4636|Miyuki|Koshiki|25
4629|Yuiko|Kurugaya|466
4630|Mio|Nishizono|330
4628|Kudryavka|Noumi|478
4627|Haruka|Saigusa|362
4635|Sasami|Sasasegawa|263
80273|Mutsumi|Suginami|15
72751|Sakiko|Watanabe|30
81173|Yumi||15
183360|Masuki|Satou|254
8632|Puck||15
168634|Chiyu|Tamade|294
179289|Chojuro|Kon|32
110443|Chinatsu|Hiyama|460
110437|Kiyoharu|Hyoudou|387
110439|Gaju|Akagi|146
110441|Mako|Akagi|350
152811|Karen|Banba|15
130342|Chizuru|Hongou|182
130343|Marisa|Hyoudou|155
154971|Tamie|Idogawa|15
130332|Akira|Koumoto|27
154509|Masami|Kugimiya|182
110435|Kaname|Sengoku|309
152613|Tamaki|Tsuburaya|35
157529|Aya|Maruyama|375
157522|Kanon|Matsubara|329
142757|Kasumi|Toyama|432
149516|Ako|Udagawa|338
5869|Wakashi|Hiyoshi|108
5857|Shinji|Ibu|108
5874|Marehiko|Itsuki|15
6293|Rou Kaioshin||100
5867|Munehiro|Kabaji|55
20674|Yuujirou|Kai|15
2719|Akira|Kamio|140
2718|Akaya|Kirihara|316
23355|Kengo|Akechi|168
61663|Chihiro|Aoyama|15
162413|Reiko|Chikamiya|22
23356|Reika|Hayami|23
116411|Koume|Akaboshi|39
23359|Yousuke|Itsuki|15
58955|Sakura|Izumi|21
96487|Fumi|Kindaichi|16
164206|Shizuka|Kisaragi|15
134759|Arisu|Shimada|308
114969|Yukika|Saegusa|20
3033|Ensei|Rou|226
13601|Anju|Ryou|16
23264|Kokujun|Sa|23
3039|Sakujun|Sa|334
58995|Midori|Mimasaka|17
157523|Misaki|Okusawa|342
9141|Suou|Shin|15
3034|Eigetsu|To|122
188061|Langa|Hasegawa|597
188060|Reki|Kyan|632
193456|Carla||100
188062|Miya|Chinen|535
188067|Tadashi|Kikuchi|298
149312|Anson|Sioux|69
162016|Maximilian Johann|von Ugar|18
162017|Kurst|von Walhorf|17
69139|Assam||90
163151|Tomoko|Ninomiya|21
23358|Ryuuji|Saki|15
163337|Mika|Sasamoto|16
28269|Youichi|Takatoo|189
162410|Satomi|Zanma|15
3275|Misa|Hayase|402
5301|Hikaru|Ichijou|345
44218|Masako|Natsume|239
1534|Rika|Furude|659
3128|Hanyuu||519
1612|Satoko|Houjou|499
9481|Oryou|Sonozaki|18
11935|Akane|Sonozaki|18
56055|Hifumi|Takano|34
10024|Jirou|Tomitake|176
1851|Keiichi|Maebara|525
1427|Rena|Ryuuguu|655
1611|Mion|Sonozaki|565
1313|Shion|Sonozaki|577
148219|Senpai||179
11840|Frederica|Bernkastel|534
6696|Rumiko|Chie|15
95217|Eriko||18
33754|Mother|Furude|15
1852|Satoshi|Houjou|307
9464|Teppei|Houjou|146
7445|Kyousuke|Irie|222
193493|Yukikazu|Kameda|16
14928|Tatsuyoshi|Kasai|155
95377|Aiko|Maebara|20
10741|Rina|Mamiya|15
7243||Nomura|16
21243|Tetsuro|Okonogi|15
153755|Innsmouth||20
157520|Kaoru|Seta|389
157531|Chisato|Shirasagi|301
31870|Hidetoshi|Dekisugi|55
164093|Marina|Tsukishima|20
91947|Tamako|Nobi|36
2152|Gokuu Jr.|Son|345
154285|Sonpara||15
170674|Super 17-gou||20
178231|Yoshio|Baba|17
168941|Doppelganger||35
41050|Kaibi|Gokusai|55
2153|Vegeta Jr.||224
9761|Yi Xing Long||69
121535|Goushi|Asougi|122
100243|Himeko|Momokino|179
159757|Dryad||16
160163|Inenimaana||19
120781|Karen|Kohiruimaki|474
120783|Pitohui||331
134797|Miyu|Shinohara|272
139526|Mitori|Kouzaku|39
40135|Seria|Kumokawa|90
140759|Ryouko|Kuriba|80
177457|Mai|Kirishima|20
134798|Risa|Kusunoki|15
178234|Professor||36
36494|Chihiro|Furuya|412
153193|Naruha|Sakuragi|39
153192|Taroumaru|Seike|17
187317|Mystia||20
32884|Rea|Sanka|545
39955|Gunha|Sogiita|336
36495|Baabu||381
61743|Butler||16
43300|Jogorou|Furuya|230
40142|Xochitl||15
43299|Doon|Furuya|20
36497|Mero|Furuya|347
64031|Yuzuna|Furuya|16
43295||Mogi|16
43350|Aria|Sanka|151
43297|Danichirou|Sanka|15
36496|Ranko|Saouji|270
43296||Yasuda|20
30613|Ayano||15
14703|Cat Sith||179
10712|Hime|Granzchesta|39
8803|Maa||164
30813|Tsukiyo||31
10711|Akino|Ametsuchi|20
4786|Aria|Pokoteng|392
81371|Naotsugu||372
81367|Shiroe||637
89263|Asuka||15
158289|Martha||55
134296|Boss Bolognese||35
134326|Coppelia||24
30377|James|Black|27
97064|Rayneshia El-Arte|Corwen|292
20263|Janet|Bhai|20
58147|Boris||55
134328|Dariella||19
94309|Demiqas||55
97081|Dolce||20
29904|Gretel||317
6373|HÃ¤nsel||272
122707|Elias|Hackblade|16
50383|Maki||15
14385|Ginji|Matsuzaki|168
70075|Sakharov||27
89249|Henrietta||160
89255|Hien||17
22312|Yukio|Washimine|90
200948|Watsup||15
29660|Claude|Weaver|15
22186|Yolanda||15
102705|Ryouko|Akagi|15
66711|Hideo|Akagi|30
179928|Kengo|Akahoshi|30
186207|Tsutomu|Akai|22
54083|Eri|Akechi|15
57113|Saeko|Akimoto|34
50079|Yasuyo|Akimoto|21
179946|Tsugumi|Amano|15
45747|Ako|Amari|16
41758|Kyouko|Anzai|32
41475|Mina|Aoshima|15
41476|Masayo|Aoshima|21
28485|Tomoaki|Araide|15
49381|Chika|Araki|22
103921|Narumi|Asai|15
179972|Youko|Asanuma|15
81457|Mio|Ashida|19
122109|Robert|Banno|15
89273|Isaac||80
142714|Sara|Tachibana|198
30353|Andre|Camel|16
165314|Nathalie|Woodward|100
13972|Aoko|Nakamori|236
139878|Scotch||69
182741|Eri|Nakamura|21
49483|Yoriko|Nakatani|15
35753|Miho|Nishitani|16
189932|Fusaya|Oide|30
183214|Noriko|Okaya|18
30361|Yoko|Okino|15
38231|Hajime|Okita|15
183218|Soushi|Okita|31
97085|Isami||15
183377|Ryouhei|Onda|15
59705|Sayo|Oohashi|25
183528|Ayako|Ooki|33
151102|Momiji|Oooka|19
114723|Receptionist||15
